roaster,product_name,origin,roast_type,size,price,hearts,total_reviews,heart_percentage,decaf,blend,single_origin,available_ground,tags,url,product_id,has_reviews,price_numeric,size_oz,price_per_oz
Camber Coffee,Skyline Espresso,Unspecified,Medium Roast,32oz,$31.50,121,154,78.6,False,True,False,True,"Medium Roast, Blend, Espresso, Direct Trade, Available Ground",/products/skyline-espresso,5e13a054476ef30004a41e0e,True,31.5,32,0.98
Camber Coffee,Skyline Espresso,Unspecified,Medium Roast,80oz,$76.50,121,154,78.6,False,True,False,True,"Medium Roast, Blend, Espresso, Direct Trade, Available Ground",/products/skyline-espresso,5e13a054476ef30004a41e0e,True,76.5,80,0.96
Ladro Roasting,Queen Anne,Unspecified,Light Roast,12oz,$20.98,120,182,65.9,False,True,False,True,"Light Roast, Blend, Available Ground, Featured",/products/queen-anne,5acc1ba4ae9ff20014651638,True,20.98,12,1.75
Ladro Roasting,Queen Anne,Unspecified,Light Roast,80oz,$92.13,120,182,65.9,False,True,False,True,"Light Roast, Blend, Available Ground, Featured",/products/queen-anne,5acc1ba4ae9ff20014651638,True,92.13,80,1.15
Blossom Coffee Roasters,Nectar,Unspecified,Light-Medium Roast,12oz,$16.65,108,146,74.0,False,True,False,True,"Light-Medium Roast, Blend, Espresso, Organic, Available Ground",/products/nectar,5f2352b79306910004eaa170,True,16.65,12,1.39
Blossom Coffee Roasters,Nectar,Unspecified,Light-Medium Roast,32oz,$39.15,108,146,74.0,False,True,False,True,"Light-Medium Roast, Blend, Espresso, Organic, Available Ground",/products/nectar,5f2352b79306910004eaa170,True,39.15,32,1.22
Blossom Coffee Roasters,Nectar,Unspecified,Light-Medium Roast,80oz,$81.00,108,146,74.0,False,True,False,True,"Light-Medium Roast, Blend, Espresso, Organic, Available Ground",/products/nectar,5f2352b79306910004eaa170,True,81.0,80,1.01
Seven Coffee Roasters,Guatemala Trapichitos,Guatemala,Light-Medium Roast,12oz,$15.27,106,147,72.1,False,False,True,True,"Light-Medium Roast, Guatemala, Organic, Available Ground, Single Origin",/products/guatemala-trapichitos,5a38d31e37f8480014da7ef3,True,15.27,12,1.27
Caffe Vita,Caffe Del Sol,Unspecified,Medium Roast,12oz,$15.30,103,134,76.9,False,True,False,True,"Medium Roast, Blend, Espresso, Direct Trade, Available Ground",/products/caffe-del-sol,588feb1607cb391100058c16,True,15.3,12,1.28
Caffe Vita,Caffe Del Sol,Unspecified,Medium Roast,80oz,$85.50,103,134,76.9,False,True,False,True,"Medium Roast, Blend, Espresso, Direct Trade, Available Ground",/products/caffe-del-sol,588feb1607cb391100058c16,True,85.5,80,1.07
Tony's Coffee,Upland,Unspecified,Medium Roast,12oz,$19.66,95,140,67.9,False,True,False,True,"Medium Roast, Blend, Fair Trade, Organic, Available Ground",/products/upland,5a1645a53427c60014b0717f,True,19.66,12,1.64
Caffe Vita,Bistro Blend,Unspecified,Medium Roast,12oz,$15.30,92,123,74.8,False,True,False,True,"Medium Roast, Blend, Direct Trade, Available Ground",/products/bistro-blend,588feba0e4fcc61100cb9873,True,15.3,12,1.28
Caffe Vita,Bistro Blend,Unspecified,Medium Roast,80oz,$90.00,92,123,74.8,False,True,False,True,"Medium Roast, Blend, Direct Trade, Available Ground",/products/bistro-blend,588feba0e4fcc61100cb9873,True,90.0,80,1.12
Seven Coffee Roasters,Mexico Santa Fe,Mexico,Medium Roast,12oz,$15.27,90,113,79.6,False,False,True,True,"Medium Roast, Mexico, Organic, Available Ground, Single Origin",/products/mexico-santa-fe,58900593385372110089aa95,True,15.27,12,1.27
Olympia Coffee Roasting Co.,Sweetheart Single Origin Espresso Rotation,Unspecified,Medium Roast,12oz,$18.00,90,117,76.9,False,False,True,False,"Medium Roast, Rotating, Espresso, Fair Trade, Direct Trade, Single Origin",/products/sweetheart,5a344b0e47d25e0014672cc9,True,18.0,12,1.5
Olympia Coffee Roasting Co.,Sweetheart Single Origin Espresso Rotation,Unspecified,Medium Roast,32oz,$45.45,90,117,76.9,False,False,True,False,"Medium Roast, Rotating, Espresso, Fair Trade, Direct Trade, Single Origin",/products/sweetheart,5a344b0e47d25e0014672cc9,True,45.45,32,1.42
Olympia Coffee Roasting Co.,Sweetheart Single Origin Espresso Rotation,Unspecified,Medium Roast,80oz,$107.10,90,117,76.9,False,False,True,False,"Medium Roast, Rotating, Espresso, Fair Trade, Direct Trade, Single Origin",/products/sweetheart,5a344b0e47d25e0014672cc9,True,107.1,80,1.34
Stamp Act Coffee,Old School - Seasonal Espresso,Unspecified,Medium Roast,12oz,$14.85,85,112,75.9,False,True,False,False,"Medium Roast, Blend, Espresso",/products/old-school--seasonal-espresso,5e72e1079e81380004a77dab,True,14.85,12,1.24
Stamp Act Coffee,Old School - Seasonal Espresso,Unspecified,Medium Roast,32oz,$37.80,85,112,75.9,False,True,False,False,"Medium Roast, Blend, Espresso",/products/old-school--seasonal-espresso,5e72e1079e81380004a77dab,True,37.8,32,1.18
Stamp Act Coffee,Old School - Seasonal Espresso,Unspecified,Medium Roast,80oz,$94.95,85,112,75.9,False,True,False,False,"Medium Roast, Blend, Espresso",/products/old-school--seasonal-espresso,5e72e1079e81380004a77dab,True,94.95,80,1.19
Tony's Coffee,Songbird Blend,Unspecified,Medium-Dark Roast,12oz,$12.32,84,128,65.6,False,True,False,True,"Medium-Dark Roast, Blend, Fair Trade, Organic, Available Ground",/products/songbird-blend,5a1642653427c60014b07179,True,12.32,12,1.03
Tony's Coffee,Songbird Blend,Unspecified,Medium-Dark Roast,24oz,$25.20,84,128,65.6,False,True,False,True,"Medium-Dark Roast, Blend, Fair Trade, Organic, Available Ground",/products/songbird-blend,5a1642653427c60014b07179,True,25.2,24,1.05
Tony's Coffee,Songbird Blend,Unspecified,Medium-Dark Roast,80oz,$63.00,84,128,65.6,False,True,False,True,"Medium-Dark Roast, Blend, Fair Trade, Organic, Available Ground",/products/songbird-blend,5a1642653427c60014b07179,True,63.0,80,0.79
Tony's Coffee,Sugar Bee Espresso,Unspecified,Medium Roast,12oz,$20.52,82,115,71.3,False,True,False,True,"Medium Roast, Blend, Espresso, Available Ground, Featured, Kosher",/products/sugar-bee-espresso,5a1643e93427c60014b0717b,True,20.52,12,1.71
Caffe Vita,Queen City,Unspecified,Medium-Dark Roast,12oz,$15.75,79,107,73.8,False,True,False,True,"Medium-Dark Roast, Blend, Direct Trade, Available Ground",/products/queen-city,588ff0b3e4fcc61100cb9875,True,15.75,12,1.31
Caffe Vita,Queen City,Unspecified,Medium-Dark Roast,80oz,$85.50,79,107,73.8,False,True,False,True,"Medium-Dark Roast, Blend, Direct Trade, Available Ground",/products/queen-city,588ff0b3e4fcc61100cb9875,True,85.5,80,1.07
Seven Coffee Roasters,Espresso Huli,Unspecified,Dark Roast,12oz,$14.37,75,118,63.6,False,True,False,True,"Dark  Roast, Blend, Espresso, Available Ground, Featured",/products/espresso-huli,58900515385372110089aa94,True,14.37,12,1.2
Seven Coffee Roasters,Ethiopia Yirgachefe,Ethiopia,Medium Roast,12oz,$15.27,73,99,73.7,False,False,True,True,"Medium Roast, Ethiopia, Direct Trade, Available Ground, Single Origin",/products/ethiopia-yirgachefe,58d20b16060af51100959309,True,15.27,12,1.27
