product_name,sentiment,brewing_method,review_text,date,tasting_notes
Cafe Carmelita,liked,French Press,This one was just okay for me.,03/25/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,"roast. Clean profile with a bit of sweetness. Great every day brew, especially for the price. Would recommend if you're looking for a good drip daily driver.",03/24/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Espresso Machine,is great I have had several bags of it and highly recommend it. It has a medium bold taste and brewed using whole beans ground for my espresso machine.,03/22/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Pour Over,This is also another really tasty roast. Perfect for a cup of black coffee or my usual with half and half!!,03/06/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,French Press,"This is my go-to coffee, and I can't get enough of it. Smooth with the perfect hint of chocolate.",03/06/2022,"Cocoa, Caramel, Butter"
Queen Anne,liked,Pour Over,I liked this bag of coffee,01/09/2023,"Clementine, Fig, Hazelnut"
Queen Anne,liked,Drip,Good and drinkable nothing crazy,12/22/2022,"Clementine, Fig, Hazelnut"
Queen Anne,disliked,Drip,,07/21/2022,"Clementine, Fig, Hazelnut"
Queen Anne,disliked,Espresso Machine,,07/21/2022,"Clementine, Fig, Hazelnut"
Queen Anne,liked,Drip,,07/13/2022,"Clementine, Fig, Hazelnut"
Queen Anne,disliked,Pour Over,this was a dark roast that had been sent by mistake. I usually take coffee black but needed a little cream to cut the taste. Not our favorite.,06/30/2022,"Clementine, Fig, Hazelnut"
Queen Anne,disliked,Drip,Reminded me of a dark roast for some reason. Not a “bad” coffee. Just not for me.,06/01/2022,"Clementine, Fig, Hazelnut"
Queen Anne,disliked,Pour Over,Not my favorite,05/25/2022,"Clementine, Fig, Hazelnut"
Queen Anne,liked,Drip,Very good!,03/24/2022,"Clementine, Fig, Hazelnut"
Queen Anne,disliked,Drip,Flowery,03/23/2022,"Clementine, Fig, Hazelnut"
Queen Anne,disliked,Aeropress,Weird after taste,03/20/2022,"Clementine, Fig, Hazelnut"
Queen Anne,liked,Aeropress,Love it,03/14/2022,"Clementine, Fig, Hazelnut"
Espresso Huli,disliked,Espresso Machine,Definitely not a dark roast. I can't get a good espresso shot out of this.,04/07/2023,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Espresso Machine,Way too light for espresso,03/29/2023,"Dark Chocolate, Butter, Cedar"
Espresso Huli,liked,Mokapot,it is a bit on the lighter side for espresso but it's delicious and my favorite. mokapot helps with intensity.,12/29/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Drip,Wasn’t strong enough for us,11/17/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Espresso Machine,,11/06/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Espresso Machine,,09/26/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,liked,Pour Over,,09/08/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Espresso Machine,Was never able to get a good crema layer. Didn’t like the flavor.,07/14/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Espresso Machine,It was not as strong as we like with little flavor,06/27/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Espresso Machine,,06/14/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,disliked,Pour Over,This was wayyyyyyyyy nasty,05/22/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,liked,Espresso Machine,"an awesome roast! Sweet but not too sweet, buttery, and a little woody make for an excellent flavor profile that evolves on your palette without being overwhelming. Has a smooth texture that is thick in a comforting way. Great for relaxing at home on a day off! I paired this with one of my favorite cigars and it was awesome! Haven't tried brewing it in another way but it is already almost perfect prepared lungo",05/17/2022,"Dark Chocolate, Butter, Cedar"
Espresso Huli,liked,Espresso Machine,Loved it,05/16/2022,"Dark Chocolate, Butter, Cedar"
Guatemala Trapichitos,disliked,Pour Over,“Fresh” beans smelled bitter and stale… and the coffee brewed bitter and stale.,01/16/2025,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,disliked,Moccamaster,,12/02/2024,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,liked,Drip,a good drinkable cup,01/15/2023,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,disliked,Pour Over,"wasn't bad or anything, I just didn't care for the flavor personally.",01/09/2023,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,liked,Moka pot,"Good regular cup of coffee flavor, just right with milk.",09/04/2022,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,liked,Pour Over,,07/13/2022,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,liked,Pour Over,Delicious and light,06/29/2022,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,liked,Pour Over,Excellent smell and taste,06/26/2022,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,liked,Espresso Machine,light roast that works well for espresso or pour over. Has slight spice flavor notes. Goes really well with milk as a latte or cappuccino.,05/31/2022,"Cedar, Apple, Hazelnut"
Guatemala Trapichitos,disliked,Pour Over,"The Coffee wasn't bad exactly,but the notes were pretty muddled.",04/09/2022,"Cedar, Apple, Hazelnut"
Moonrise Blend,liked,Cold Brew,,08/10/2024,"Apple, Honey, Raspberry"
Moonrise Blend,liked,Pour Over,Great flavor profile,06/20/2022,"Apple, Honey, Raspberry"
Moonrise Blend,liked,Drip,,03/22/2022,"Apple, Honey, Raspberry"
Moonrise Blend,disliked,Espresso Machine,Wayyyy too fruity.,07/21/2021,"Apple, Honey, Raspberry"
First Light Breakfast Blend,disliked,Drip,,05/25/2025,"Milk Chocolate, Sugar"
First Light Breakfast Blend,disliked,Pour Over,Too light for my taste,04/28/2024,"Milk Chocolate, Sugar"
First Light Breakfast Blend,liked,Moccamaster,Very good. Another great roast from Blossum Coffee Roaster.,12/20/2023,"Milk Chocolate, Sugar"
First Light Breakfast Blend,disliked,French Press,Just was not Strong enough of a flavor profile for me,07/06/2022,"Milk Chocolate, Sugar"
First Light Breakfast Blend,liked,Drip,Good morning coffee that pairs well with dairy,07/05/2022,"Milk Chocolate, Sugar"
Queen City,liked,Drip,this was a good coffee not too dark not too light,11/04/2022,"Cinnamon, Molasses, Walnut"
Queen City,liked,Aeropress,,07/14/2022,"Cinnamon, Molasses, Walnut"
Queen City,disliked,Drip,Didn't like the taste.,07/05/2022,"Cinnamon, Molasses, Walnut"
Queen City,disliked,Drip,Was a little weak in flavor,06/17/2022,"Cinnamon, Molasses, Walnut"
Queen City,liked,French Press,Liked this one,06/05/2022,"Cinnamon, Molasses, Walnut"
Queen City,liked,Pour Over,Rich but not bitter. Enjoy black or with milk.,05/29/2022,"Cinnamon, Molasses, Walnut"
Queen City,disliked,Drip,Strange smell,05/28/2022,"Cinnamon, Molasses, Walnut"
Queen City,liked,Drip,bold flavor,05/23/2022,"Cinnamon, Molasses, Walnut"
Queen City,disliked,Espresso Machine,"Bitter roast, overpowered any subtle flavors",04/19/2022,"Cinnamon, Molasses, Walnut"
Queen City,liked,Keurig,Amazing flavor! I’ve known Cafe Vita for years before I moved out to the Midwest. Love their roast!,04/14/2022,"Cinnamon, Molasses, Walnut"
Queen City,liked,Pour Over,Good. Would order again,03/06/2022,"Cinnamon, Molasses, Walnut"
Big Joy,liked,Espresso Machine,Great texture and chocolatey flavor. Excellent espresso,02/01/2026,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Aeropress,,11/27/2025,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,,09/23/2025,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Moka pot,,03/07/2024,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,The best for milk based espresso drinks,01/09/2024,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,French Press,enjoy this one. I got it to have a different flavor from my regular and it's not too bitter and has very smooth tasting notes.,10/22/2023,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Espresso Machine,Didn’t like the taste of this coffee.,09/25/2023,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Pour Over,"Stellar pour over, as good as it is as an espresso!",03/21/2023,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Pour Over,"know if I just don’t like coffee from Guatemala, but this one is not good for me. I found the flavor strange and dark. No fruit. Not enjoyable at all. I tried my usual 35:1 ratio and it was under extracted, so I went to 18:1 and it had better extraction and was slightly more drinkable but not one I look forward to. I need to stick with African light to medium roasts that have more fruitiness.",11/06/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Pour Over,"A delicious, smooth cup",09/02/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,"Really deep satisfying flavor, and as advertised excellent with milk. Also exceptional as drip coffee.",08/09/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,"Rich fruity taste! Makes amazing lattes, one of my favorites from bottomless so far!",07/27/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Espresso Machine,,07/18/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Pour Over,Excellent,07/04/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,beaut! A new favorite. Photos:,06/23/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Espresso Machine,Was just okay,06/11/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,Great!,05/29/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Espresso Machine,"favorite, I made an iced latte with it. It tastes acidic (could be the way I pulled it?) Christian really likes it",05/25/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,light but fruity,05/21/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,,05/19/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Aeropress,"and paired well with milk when I wanted that too. They're right: it shines in ""espresso"" and in drip.",05/17/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,rich and full of flavor,05/16/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Pour Over,Wonderful flavor and amazing aroma,05/10/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Pour Over,Delicious with milk just like it says on the package.,05/10/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,Drinkable but nothing very specific jumped out at me regarding taste,05/08/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,- joy to dial in and complexity of the flavors was always rewarding! Photos:,05/05/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,"had before, tasty",05/04/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,,05/03/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,"Very unique notes, great with a touch of maple syrup",05/02/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Drip,bad thing but I expected this to taste a bit stronger. This is on the mild side but is classified in the medium category.,04/28/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Pour Over,"for pour over, barratza encore was set to 20ish, 37g coffee, 525g water.",04/27/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Espresso Machine,"they had a third option which is OK but not for me. This coffee was fine. It’s a little bitter, Sun might like that the more we drank it the more we got used to it but we never really fell in love with it I’d give it a 2.5 out of 5",04/26/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,,04/17/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Pour Over,profile. Properly timed and weighted pour over method. Not a fan. Probably better with a different brewing method.,04/12/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,French Press,,04/02/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Espresso Machine,very flat,03/23/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,We’ll balanced and flavourful as an espresso,03/13/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,liked,Espresso Machine,"Perfect for a latte, deep and chocolatey",03/06/2022,"Dark Chocolate, Baking Spice, Cherry"
Big Joy,disliked,Espresso Machine,The flavor profile was not for me.,03/02/2022,"Dark Chocolate, Baking Spice, Cherry"
Nectar,liked,Cold Brew,"this for cold brew and it was soooo delicious. Flavorful but smooth, kinda tangy(?), so good. Reminds me of the cold brew at Think Coffee in NYC. Brewed about 9 hours.",03/13/2024,"Stone Fruit, Honey, Berry"
Nectar,liked,Espresso Machine,,02/25/2024,"Stone Fruit, Honey, Berry"
Nectar,liked,Drip,"Awesome fruity flavor, and I can see I’m going to run out of this fast.",11/01/2023,"Stone Fruit, Honey, Berry"
Nectar,liked,Espresso Machine,,07/08/2022,"Stone Fruit, Honey, Berry"
Nectar,liked,Moccamaster,Very good,04/10/2022,"Stone Fruit, Honey, Berry"
Nectar,disliked,Espresso Machine,"but the roast on a the beans was like a monochromatic rainbow. It was like I was asked if I want a dark or light roast and I just answered ""yes"".",03/31/2022,"Stone Fruit, Honey, Berry"
Nectar,liked,Espresso Machine,so good! The berry notes are more blueberry (to me) and it was a reminder why Ethiopia is my favorite region,03/25/2022,"Stone Fruit, Honey, Berry"
Organic French,liked,Drip,,07/09/2022,"Cocoa, Maple Syrup, Nutmeg"
Organic French,liked,Espresso Machine,As good as all the other Café Vita I’ve tried.,07/05/2022,"Cocoa, Maple Syrup, Nutmeg"
Regina - A Custom Blend,liked,Moccamaster,Pretty meh…,09/26/2024,"Cacao, Berry, Spice"
Regina - A Custom Blend,liked,Drip,with many interesting notes. Has some interesting caramel and winter spice notes. Re-ordering.,01/10/2023,"Cacao, Berry, Spice"
Regina - A Custom Blend,liked,Aeropress,,12/20/2022,"Cacao, Berry, Spice"
Regina - A Custom Blend,liked,French Press,,07/28/2022,"Cacao, Berry, Spice"
Diablo,disliked,Pour Over,,12/09/2025,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,Aiden (profile link below). I like it. It has an earthy taste and a full body. https://brew.link/p/VqTm,02/17/2025,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Espresso Machine,,12/02/2024,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Pour Over,Loved this purchase.,01/26/2024,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,VacOne™ Air Brewer,,04/26/2023,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Espresso Machine,"Not good for espresso, very flat and underflavored",03/05/2023,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Espresso Machine,my favorite coffee I’ve used with my espresso machine so far! Perfect for lattes and even makes a delicious espresso. You can really taste the brown sugar and chocolate notes Photos:,12/12/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,"stainless steel mesh/no paper filter; 16 oz single cup, slow pour. Music: Wagner's Ride of the Valkyries","filter; 16 oz single cup, slow pour. Music: Wagner's Ride of the Valkyries I drank 1-3 cups of this coffee every morning, and the occasional evening, for about 4 years while living in the seattle area where Ladro is located. All of their coffee is premium, and there is a lot of good coffee produced in the area. I moved back to california in 2019 and brought about ten pounds back with me because I could not find a way to order it at the time, it is possible I just didn't know where to look. Anyway, This coffee is some of the best shit you can acquire without breaking customs laws and ending up a side character in a vin diesel movie. Highly recommend you try it if you haven't before and are not turned off by dark roasts.",11/27/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Espresso Machine,It was just OK. Not super impressed with this one.,11/09/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Pour Over,Excellent balance of flvors,10/01/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Espresso Machine,One of the best,09/23/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Espresso Machine,Delicious,09/17/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Pour Over,is doing it all right. The quality of these beans was unmatched. Impressed enough to select my next bag from this roaster.,08/06/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Pour Over,,07/20/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Aeropress,,07/14/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,,07/14/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Pour Over,,07/12/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Pour Over,Too dark lacking natural washed coffee taste,07/05/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Moccamaster,Bitter aftertaste,06/29/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,Solid dark coffee with caramel note,06/26/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,coffee without the bitterness of most dark roasts. Almost has a medium to light roast flavor even when brewing strong. Definitely keeping on my rotating list!,06/19/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,French Press,"Wonderfull coffee , very good, almost perfect",06/14/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,Great flavor,06/10/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Pour Over,did not stay fresh for long and is very under extracted for pour over. It could just be me but I’ve tried every method,06/07/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Aeropress,Tasted a bit burnt,06/04/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Pour Over,Not bad,06/01/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,the chocolate and walnut this was darker in flavor but not burnt tasting and it wasn't very heavy. it was good,05/31/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,"Great flavor, strong but not bitter.",05/24/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Clod brew,Hearty and savory not bad but not my favorite either,05/22/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,French Press,"the fence on this one. Drip coffee tasted like burnt toast, but French press smoothed it out. Meh 🫤 as the kids say.",05/22/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,French Press,Good flavor. Glad to try new roaster and join this club.,05/10/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Aeropress,"Very smooth, low acidity. Dark chocolate overtones with a slight sweetness. Would order again.",05/08/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Percolator,Kind of a bland coffee,05/07/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Espresso Machine,,05/03/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Espresso Machine,Flavor just wasn’t quite right for me.,05/01/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Espresso Machine,"the best crema's of any bean I've used in 2022. Good slightly sweat, almost nutty flavor. Requires a smaller grind ; but seems to extract consistency. Solid espresso bean. Photos:",04/30/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,We loved this coffee. Said stick to drip and we did.,04/16/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Pour Over,So dang tasty!,04/11/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,,04/11/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,French Press,Really bold blend. It’s great to make a Mexican mocha with.,04/10/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,French Press,,04/10/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Espresso Machine,Solid dark roast,04/06/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Espresso Machine,Maybe this is not for espresso,03/30/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,This was a decent coffee been.,03/21/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,Reall smooth,03/21/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Espresso Machine,"A bold, bitter coffee with little flavour",03/19/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,French Press,Smooth and flavorful.,03/15/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,disliked,Drip,I usually like dark roast but this seemed flavorless to me..not very complex,03/12/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Drip,of flavor. Just the right amount of bitter balance(very little). Great tasting coffee. I'll likely cycle through it again 👍,03/07/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Espresso Machine,my first Botttomless bag. Flavor was among the best of the coffees I’ve had in years. Was able to keep same grind setting for the week that the bag lasted.,03/02/2022,"Brown Sugar, Chocolate, Walnut"
Diablo,liked,Pour Over,,03/02/2022,"Brown Sugar, Chocolate, Walnut"
